IDno,date_in,get,sex_age,date_out,year_month,Month,Year,month_year,distemper,rabies,venereal_cancer,Female,Adult,Owned,Pregnant
4817,14/6/2014,hand,,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,NA,NA,1,0
4818,14/6/2014,hand,Mpup,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4819,14/6/2014,hand,Fy,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4820,14/6/2014,hand,Fy,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4821,14/6/2014,hand,Fy,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4822,14/6/2014,hand,Fy,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4823,14/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4824,14/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4825,14/6/2014,hand,F,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4826,14/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4827,14/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4828,14/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4829,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4830,16/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4831,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4832,16/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,1,0,1,1,0
4833,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4834,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4835,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4836,16/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4837,16/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4838,16/6/2014,hand,M,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4840,16/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4841,16/6/2014,hand,M,16/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4842,16/6/2014,hand,My,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4843,16/6/2014,hand,Fpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4844,16/6/2014,hand,M,16/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4845,17/6/2014,hand,M,18/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4846,17/6/2014,hand,Fpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4847,17/6/2014,hand,Mpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4848,17/6/2014,hand,M,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4849,17/6/2014,hand,Mpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4850,17/6/2014,hand,M,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4851,17/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4852,17/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4853,17/6/2014,hand,My,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4854,17/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4855,17/6/2014,hand,M,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4856,17/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4857,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4858,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4859,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4860,17/6/2014,hand,Fpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4861,17/6/2014,hand,Fpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4862,17/6/2014,hand,M,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4863,17/6/2014,hand,F,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4864,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4865,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4866,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4867,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4868,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4869,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4870,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4871,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4872,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4873,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4874,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4875,17/6/2014,hand,Fy,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4876,17/6/2014,hand,Mpup,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4877,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4878,17/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4879,17/6/2014,hand,Mpup,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4880,17/6/2014,hand,M,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4881,18/6/2014,hand,Fpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4882,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4883,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4884,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4885,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4886,18/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4887,18/6/2014,hand,Mpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4888,18/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4889,18/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4890,18/6/2014,hand,F,20/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4891,18/6/2014,hand,,18/6/2014,2014_06,6,2014,Jun-14,0,0,1,NA,NA,1,0
4892,18/6/2014,hand,Fpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4893,18/6/2014,hand,Fpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4894,18/6/2014,hand,Mpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4895,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4896,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4897,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4898,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4899,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4900,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4901,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4902,18/6/2014,hand,Fy,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4903,18/6/2014,hand,Fy,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4904,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4905,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4906,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4907,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4908,18/6/2014,hand,F,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4909,18/6/2014,hand,M,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4910,19/6/2014,hand,Mpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4911,19/6/2014,hand,Fpup,21/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4912,19/6/2014,hand,My,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4913,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4914,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4915,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4916,19/6/2014,hand,My,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4917,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4918,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4919,19/6/2014,hand,Fpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4920,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4921,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4922,19/6/2014,hand,F,24/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
4923,19/6/2014,hand,Fy,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4924,19/6/2014,hand,Fy,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4925,19/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4926,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4927,19/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4928,19/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4929,19/6/2014,hand,Fpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4930,19/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4931,19/6/2014,hand,Fpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4932,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4933,19/6/2014,hand,My,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4934,19/6/2014,hand,Fpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4935,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4936,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4937,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4938,19/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,1,1,1,0,0
4939,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4940,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4941,19/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4942,19/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4944,19/6/2014,owner,Mpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4945,19/6/2014,owner,Mpup,19/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4947,20/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4948,20/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4949,20/6/2014,hand,Mpup,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4950,20/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,1,1,1,0,0
4951,20/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4952,20/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4953,20/6/2014,hand,Fy,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4954,20/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4955,20/6/2014,hand,M,4/7/2014,2014_07,6,2014,Jun-14,0,0,1,0,1,0,0
4956,20/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4957,20/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4958,20/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4959,20/6/2014,hand,F,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4960,20/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4961,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4962,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4964,21/6/2014,hand,Mpup,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4965,21/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4966,21/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4967,21/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4968,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4969,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4970,21/6/2014,hand,My,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4971,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4972,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4973,21/6/2014,hand,Fy,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4974,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4975,21/6/2014,hand,Fpup,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
4976,21/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4977,21/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4978,21/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4963,22/6/2014,hand,My,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4979,23/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4980,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
4981,23/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4982,23/6/2014,hand,F,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4983,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4984,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4985,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4986,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4987,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4988,23/6/2014,hand,M,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4989,23/6/2014,hand,M,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4990,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4991,23/6/2014,hand,,23/6/2014,2014_06,6,2014,Jun-14,0,0,0,NA,NA,0,0
4992,23/6/2014,hand,Fpup,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4993,23/6/2014,hand,My,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
4994,23/6/2014,hand,Mpup,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
4995,23/6/2014,hand,Fpup,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,1,0
4996,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4997,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
4998,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
4999,23/6/2014,hand,Fpup,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5000,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5001,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5002,23/6/2014,hand,Fy,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5003,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5004,23/6/2014,hand,F,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,1
5005,23/6/2014,hand,Fpup,2/7/2014,2014_07,6,2014,Jun-14,0,0,0,1,0,0,0
5006,23/6/2014,hand,Fpup,2/7/2014,2014_07,6,2014,Jun-14,0,0,0,1,0,0,0
5007,23/6/2014,hand,Mpup,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5008,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5009,23/6/2014,hand,Mpup,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5010,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5012,23/6/2014,hand,M,26/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5011,24/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,1,1,1,0,0
5013,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5014,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5015,24/6/2014,hand,My,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5016,24/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5017,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5018,24/6/2014,hand,Fy,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5019,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5020,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5021,24/6/2014,hand,F,24/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5022,24/6/2014,owner,My,24/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
5023,24/6/2014,hand,My,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5024,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5025,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5026,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5027,24/6/2014,hand,Fpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5028,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5029,24/6/2014,hand,Fpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5030,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5031,24/6/2014,hand,Mpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5032,24/6/2014,hand,Fy,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5033,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5034,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5035,24/6/2014,hand,F,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5036,24/6/2014,hand,Mpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5037,24/6/2014,hand,F,24/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5038,24/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,1,1,1,0,0
5039,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5040,24/6/2014,hand,M,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5041,24/6/2014,hand,Mpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
5085,24/6/2014,hand,Mpup,27/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5042,25/6/2014,owner,My,25/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5043,25/6/2014,hand,Mpup,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
5044,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5045,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5046,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5047,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5048,25/6/2014,hand,Fy,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5049,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,1,0
5050,25/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5051,25/6/2014,hand,Fpup,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5052,25/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5053,25/6/2014,hand,Mpup,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,1,0
5054,25/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5055,25/6/2014,hand,Fy,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5056,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5057,25/6/2014,hand,M,4/7/2014,2014_07,6,2014,Jun-14,0,0,1,0,1,0,0
5058,25/6/2014,hand,Fy,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5059,25/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5060,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5061,25/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5062,25/6/2014,hand,M,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5063,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5064,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5065,26/6/2014,hand,M,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5066,26/6/2014,hand,M,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5067,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5068,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,1,0
5069,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5070,26/6/2014,hand,Fy,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
5071,26/6/2014,hand,Mpup,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5072,26/6/2014,hand,Mpup,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5073,26/6/2014,hand,M,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5074,26/6/2014,hand,M,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5075,26/6/2014,hand,My,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5076,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5077,26/6/2014,hand,F,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5078,26/6/2014,hand,Mpup,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5079,26/6/2014,hand,My,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,0,0,0
5080,26/6/2014,hand,F,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,1,0,0
5081,26/6/2014,hand,M,30/6/2014,2014_06,6,2014,Jun-14,0,0,0,0,1,0,0
5082,26/6/2014,hand,Fy,28/6/2014,2014_06,6,2014,Jun-14,0,0,0,1,0,0,0
