date_in,Female,Adult,distemper,mange,rabies,venereal_cancer,Pregnant,time_trend,Female_c,Adult_c,time_trend_c,seasonal_trend,Year
17/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
17/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
18/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
19/10/2013,1,1,0,0,0,1,1,4,0,0.386174586,-18.81537432,10,2013
19/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
19/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
19/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
19/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
21/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,0,0,1,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
21/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
22/10/2013,1,1,0,1,0,0,0,4,0,0.386174586,-18.81537432,10,2013
22/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
22/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
23/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
23/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
24/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
24/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
25/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
25/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
25/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
25/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
25/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
25/10/2013,1,1,0,0,0,1,0,4,0,0.386174586,-18.81537432,10,2013
25/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
26/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
31/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,1,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,0,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,1,0,0,0,1,0,4,0,0.386174586,-18.81537432,10,2013
31/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
31/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
31/10/2013,1,0,0,0,0,0,0,4,0,-0.613825414,-18.81537432,10,2013
1/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
1/11/2013,1,1,0,0,0,0,1,5,0,0.386174586,-17.81537432,11,2013
1/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
1/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
1/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
1/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
1/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
1/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
2/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
5/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,1,5,0,0.386174586,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,1,5,0,0.386174586,-17.81537432,11,2013
5/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
6/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
6/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
6/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
7/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
7/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
7/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
8/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
11/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
11/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
11/11/2013,1,1,0,0,0,0,1,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,1,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,1,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
12/11/2013,1,1,0,0,0,0,0,5,0,0.386174586,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
12/11/2013,1,0,0,0,0,0,0,5,0,-0.613825414,-17.81537432,11,2013
